7-ITP-5D-RJS,Itapu / Itapu_Eco,,Santos,Mar,,46.509
7-MRO-16D-RJS,Anc_Mero / Mero,,Santos,Mar,,46.173
1-BRSA-976-RJS,Sépia / Sépia Leste / Sépia_Eco,,Santos,Mar,,45.742
9-BUZ-4-RJS,Búzios / Búzios_Eco / Tambuatá,,Santos,Mar,,42.938
7-LL-27-RJS,Tupi,,Santos,Mar,,42.498
9-BUZ-3-RJS,Búzios / Búzios_Eco / Tambuatá,,Santos,Mar,,42.384
7-TUP-121DA-RJS,Tupi,,Santos,Mar,,41.222
7-SEP-6-RJS,Sépia / Sépia Leste / Sépia_Eco,,Santos,Mar,,38.517
7-ITP-3A-RJS,Itapu / Itapu_Eco,,Santos,Mar,,37.393
9-LL-20D-RJS,Tupi,,Santos,Mar,,35.226
3-BRSA-1064-RJS,Búzios / Búzios_Eco / Tambuatá,,Santos,Mar,,34.639
Total,,,,,,1.524.817
