Concessionário,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
NEWO,5.331983530403226,5.724564516129032,41.33840666959677,2023-01-01
CAMPO PETRÓLEO,14.16677239466129,0.025229032258064513,14.325458214048387,2023-01-01
GUTO & CACAL,12.228608022580646,0.027741935483870966,12.403099525806452,2023-01-01
SONANGOL GUANAMBI,7.866888553806453,0.3155806451612903,9.851830851548389,2023-01-01
VIPETRO,9.463323490645163,0.02258064516129032,9.605351458387098,2023-01-01
EPG BRASIL,7.0040077806451615,0.12258064516129032,7.775016748387097,2023-01-01
NORD,1.826073870967742,0.002838709677419355,1.843928815483871,2023-01-01
Total Geral,3274271.1456063553,143239.61596774193,4175221.114516415,2023-01-01
PETROBRAS,2220622.919919287,101462.39998064516,2858802.1379415486,2023-07-01
SHELL BRASIL,397444.2737907408,18138.132120967744,511529.6785865249,2023-07-01
TOTALENERGIES EP,138380.18700189466,5962.338555161291,175882.1636695337,2023-07-01
PETROGAL BRASIL,105183.95641355265,4718.762661290323,134864.07698816314,2023-07-01
CNOOC PETROLEUM,69920.58872357396,3470.967277419355,91752.313414759,2023-07-01
REPSOL SINOPEC,60130.63870685148,2620.6733806451616,76614.17634316723,2023-07-01
PETRO RIO JAGUAR,70590.8166033632,868.6554092258064,76054.49408286577,2023-07-01
CNODC BRASIL,46224.27618378724,2461.071793548387,61703.95016156582,2023-07-01
PETRONAS,53679.019341441766,1066.7119958064516,60388.43511978514,2023-07-01
EQUINOR BRASIL,58094.52799317116,147.3801870967742,59021.52136777432,2023-07-01
EQUINOR ENERGY,34100.120002564996,982.0342903225805,40276.92910217887,2023-07-01
SINOCHEM PETRÓLEO,38729.68532878077,98.25345806451614,39347.680911849544,2023-07-01
KAROON BRASIL,34466.67988306162,287.85299999999995,36277.22056099162,2023-07-01
QATARENERGY,28907.633519779287,790.8657548387097,33882.02885322135,2023-07-01
PRIO BRAVO,23769.67791840192,161.62211658064518,24786.25032349203,2023-07-01
TRIDENT ENERGY,21795.21607744161,385.3744193548387,24219.14795404387,2023-07-01
ENEVA,265.99139826677424,3628.81464516129,23090.54604154871,2023-07-01
3R PETROLEUM OFF,13349.554475441693,674.3985685483871,17591.393335883025,2023-07-01
3R POTIGUAR,16995.822817479675,37.89164516129032,17234.15406613161,2023-07-01
POTIGUAR E&P S.A.,10771.107785795,793.9704483870967,15765.031051764645,2023-07-01
PERENCO BRASIL,12760.710528401292,40.428870967741936,13015.000445302905,2023-07-01
ORIGEM ALAGOAS,2939.621630470645,1385.0394516129031,11651.25662362,2023-07-01
ONGC CAMPOS,9350.097938535542,99.94669258064516,9978.74364499621,2023-07-01
NOVA TÉCNICA,7923.825892173145,25.077979838709673,8081.561620542459,2023-07-01
SPE MIRANGA,1981.320787461613,813.3463870967743,7097.115026486775,2023-07-01
CARMO,6782.879771034516,44.43509677419355,7062.368087075806,2023-07-01
3R MACAU,5411.1515427993545,173.12506451612902,6500.075304843548,2023-07-01
SEACREST NORTE CAP,5627.201646769034,39.98096774193549,5878.674337481937,2023-07-01
ENAUTA ENERGIA,74.87295476850001,780.5418532258066,4984.332908606711,2023-07-01
3R CANDEIAS,1468.9546097766452,381.41039354838716,3867.9535172212263,2023-07-01
3R RIO VENTURA,1495.66020971,311.7768064516129,3456.6770846974196,2023-07-01
SEACREST SPE CRICARÉ,2651.8847358570965,91.29709677419356,3226.126128118387,2023-07-01
PETRORECÔNCAVO,2427.2435630158066,96.36035483870968,3033.331886483871,2023-07-01
SPE TIÊTA,2086.4913816404837,68.74552419354839,2518.8876671683065,2023-07-01
PETRORIO,1962.3509233987095,6.517561290322581,2003.3451455781933,2023-07-01
ALVOPETRO,47.148821554193546,221.63183870967742,1441.1709769887098,2023-07-01
BRASOIL MANATI,16.638434393,173.45374516129033,1107.6295352459354,2023-07-01
GEOPARK BRASIL,16.638434393,173.45374516129033,1107.6295352459354,2023-07-01
SHB,821.6763292998387,28.555035483870967,1001.2820770366452,2023-07-01
IMETAME,96.11054895777418,136.03200967741935,951.7260437469032,2023-07-01
3R FAZENDA BELÉM,751.6958017912904,0.9362903225806452,757.5848900251614,2023-07-01
CAPIXABA ENERGIA,481.8521992451613,9.373032258064516,540.806791272258,2023-07-01
3R AREIA BRANCA,475.6043889441936,0.885548387096774,481.17432004483874,2023-07-01
PETROSYNERGY,353.64497304419353,8.646096774193548,408.02727899548387,2023-07-01
ORIGEM,5.719263363870968,47.2475806451613,302.897568581613,2023-07-01
3R PESCADA,55.43848678854839,35.152058064516126,276.5382531233226,2023-07-01
NÍON ENERGIA,176.69476279967742,8.930709677419355,232.86722983580646,2023-07-01
PETROBORN,0,32.329903225806454,203.3489486087097,2023-07-01
PETROM,180.3335193332258,2.5286129032258065,196.23801405806452,2023-07-01
ENERGY PARANÃ,2.197456716903226,30.004506451612905,190.92010144132257,2023-07-01
MANDACARU ENERGIA,187.1814992464516,0.26548387096774195,188.85134235290323,2023-07-01
BARRA BONITA,0,27.921935483870968,175.62366902580646,2023-07-01
NOVA PETRÓLEO,101.83709632741936,1.0353225806451614,108.3490786483871,2023-07-01
IPI,80.25138144435485,1.9204193548387096,92.330454306612907,2023-07-01
RECÔNCAVO E&P,62.313553464193554,0.5788064516129032,65.95413607161291,2023-07-01
GEOPAR - GEOSOL,62.285066711806444,0.3278709677419355,64.34731280341934,2023-07-01
BGM,63.51754483645161,0.050451612903225806,63.834875895806455,2023-07-01
NTF,13.499453988225808,7.99358064516129,63.777557465967746,2023-07-01
ENERGIZZI ENERGIAS,51.53383360967742,1.3070967741935482,59.75522397096775,2023-07-01
PETRO-VICTORY,48.41530523225806,0.28793548387096773,50.22636471806452,2023-07-01
SLIM DRILLING,41.523377807870965,0.2185806451612903,42.8982085356129,2023-07-01
OIL GROUP,38.636882550322575,0.12285483870967744,39.40961614338709,2023-07-01
PETROIL,38.636882550322575,0.12285483870967744,39.40961614338709,2023-07-01
PHOENIX ÓLEO & GÁS,34.15590016806451,0.09029032258064516,34.72380914193548,2023-07-01
GEOFLUX,6.749726994112904,3.996790322580645,31.888778732983873,2023-07-01
NEWO,6.749726994112904,3.996790322580645,31.888778732983873,2023-07-01
VIPETRO,16.40808531903226,0.04161290322580645,16.66982257387097,2023-07-01
GUTO & CACAL,9.101963761290323,0.020967741935483872,9.23384687419355,2023-07-01
SONANGOL GUANAMBI,4.235152259806452,0.14034838709677422,5.117916948451613,2023-07-01
EPG BRASIL,4.139100774193548,0.04596774193548387,4.428229137096774,2023-07-01
NORD,2.1304195161290327,0.00332258064516129,2.1513179170967747,2023-07-01
Total Geral,3512721.657374671,154075.8518064516,4481829.490825406,2023-07-01
PETROBRAS,2119728.695732998,98743.85454083334,2740808.779462477,2023-06-01
SHELL BRASIL,381810.95615449635,17301.738774999998,490635.6057188791,2023-06-01
TOTALENERGIES EP,141674.0431515665,6020.9379245,179544.59871846583,2023-06-01
PETROGAL BRASIL,98772.4119943012,4372.835876666667,126276.71881971798,2023-06-01
CNOOC PETROLEUM,67551.66085870944,3341.5362800000003,88569.28916801624,2023-06-01
REPSOL SINOPEC,60765.62378363333,2660.525326666667,77499.8225885546,2023-06-01
PETRO RIO JAGUAR,66804.55977595976,788.0368421666666,71761.16178618808,2023-06-01
PETRONAS,54649.06206513032,1065.1630556666667,61348.73530429308,2023-06-01
CNODC BRASIL,44588.883186409905,2367.8370133333333,59482.128111244034,2023-06-01
EQUINOR BRASIL,54861.0973950774,142.1418,55755.1423101354,2023-06-01
ENEVA,269.67581341033343,6335.3367333333335,40117.74015209767,2023-06-01
SINOCHEM PETRÓLEO,36574.0649300516,94.7612,37170.0948734236,2023-06-01
EQUINOR ENERGY,30996.461113036083,832.0738833333332,36230.04774516491,2023-06-01
QATARENERGY,28256.840571792756,766.175194,33075.9369687659,2023-06-01
KAROON BRASIL,30845.668526700003,260.04956666666664,32481.33089161567,2023-06-01
PRIO BRAVO,24375.85727707657,156.99073783333333,25363.29918980805,2023-06-01
TRIDENT ENERGY,16849.941204888997,250.79846666666668,18427.415908513663,2023-06-01
3R POTIGUAR,16092.354975743003,38.07606666666666,16331.84620062367,2023-06-01
3R PETROLEUM OFF,11182.038134204626,598.3733625000001,14945.692893390751,2023-06-01
POTIGUAR E&P S.A.,9952.665170907067,736.5180666666668,14585.223871807735,2023-06-01
PERENCO BRASIL,13975.340579978667,42.3945,14241.993930023667,2023-06-01
ORIGEM ALAGOAS,2120.3058533373337,1378.8022999999998,10792.710347900333,2023-06-01
ENAUTA ENERGIA,4341.072153640033,844.2195783333333,9651.052899636816,2023-06-01
ONGC CAMPOS,8347.63602360573,81.229095,8858.55159762768,2023-06-01
CHEVRON BRASIL,6627.053809052376,22.7093375,6769.891227153251,2023-06-01
SPE MIRANGA,1528.6850667753336,774.5713666666667,6400.591794549,2023-06-01
SEACREST,6030.800656048001,42.27496666666668,6296.702164137668,2023-06-01
CARMO,5547.292059010667,45.52060000000001,5833.607984096667,2023-06-01
3R MACAU,4867.844558815333,125.25673333333334,5655.685612702666,2023-06-01
3R CANDEIAS,1732.5087080210667,419.36483333333337,4370.2338303694005,2023-06-01
3R RIO VENTURA,1201.522905889,310.4914333333333,3154.455028183333,2023-06-01
PETRORECÔNCAVO,2485.3028986563336,99.86166666666666,3113.413808273,2023-06-01
SEACREST SPE CRICARÉ,2549.347421359,86.54866666666666,3093.7220904456663,2023-06-01
SPE TIÊTA,1981.1253045629169,62.18171666666667,2372.2364878700837,2023-06-01
PETRORIO,2041.300388568667,7.205660000000001,2086.6226208932667,2023-06-01
ALVOPETRO,37.711394496333334,246.73083333333335,1589.6014573046666,2023-06-01
IMETAME,226.48496706836667,149.29918333333333,1165.5484633902,2023-06-01
BRASOIL MANATI,17.4005077726,181.07421000000002,1156.3228845727,2023-06-01
GEOPARK BRASIL,17.4005077726,181.07421000000002,1156.3228845727,2023-06-01
SHB,747.6804702751,23.50995,895.5535888846,2023-06-01
3R FAZENDA BELÉM,738.3561833726667,0.9636666666666667,744.4174636093334,2023-06-01
3R AREIA BRANCA,445.022297949,0.7126666666666668,449.5048358756667,2023-06-01
PETROSYNERGY,347.5598050560001,8.9984,404.15803136000005,2023-06-01
CAPIXABA ENERGIA,356.4414360966667,6.381166666666668,396.57776200833337,2023-06-01
3R PESCADA,94.14430362750001,47.19381333333333,390.9844226696333,2023-06-01
ORIGEM,4.650895174333333,60.53333333333333,385.39406050766667,2023-06-01
IPI,207.16537536666667,6.501883333333335,248.0609861755,2023-06-01
NÍON ENERGIA,192.63759154933334,8.636833333333334,246.96163221766668,2023-06-01
PETROBORN,0,37.76656666666667,237.54452868566668,2023-06-01
PETROM,194.97551392633335,2.586566666666667,211.244526812,2023-06-01
MANDACARU ENERGIA,189.90058072783333,0.2692833333333333,191.59432173066665,2023-06-01
BARRA BONITA,0,27.87066666666667,175.3011979066667,2023-06-01
ENERGY PARANÃ,3.392702547966666,25.486299999999996,163.69668715096665,2023-06-01
NOVA PETRÓLEO,108.20129516633337,2.1418666666666666,121.67322954500003,2023-06-01
RECÔNCAVO E&P,98.09629608066668,0.8895333333333333,103.69129173600001,2023-06-01
BGM,100.43404024638333,0.148495,101.36804558233334,2023-06-01
GEOPAR - GEOSOL,95.1527488648,0.50088,98.30318889760001,2023-06-01
NTF,13.452960118500004,9.913883333333333,75.80940264733334,2023-06-01
SLIM DRILLING,63.43516590986667,0.33392,65.53545926506666,2023-06-01
PETRO-VICTORY,62.189448073333324,0.38043333333333335,64.58230145766666,2023-06-01
CAMPO PETRÓLEO,57.01143537195,0.10150500000000001,57.649882536,2023-06-01
ENERGIZZI ENERGIAS,44.97633470666666,0.9113333333333334,50.708448219999994,2023-06-01
PHOENIX ÓLEO & GÁS,45.196897377333336,0.2730666666666667,46.914434828000005,2023-06-01
GEOFLUX,6.726480059250002,4.956941666666666,37.90470132366667,2023-06-01
NEWO,6.726480059250002,4.956941666666666,37.90470132366667,2023-06-01
OIL GROUP,17.638828673499997,0.05608333333333334,17.991582184333332,2023-06-01
PETROIL,17.638828673499997,0.05608333333333334,17.991582184333332,2023-06-01
VIPETRO,12.295320588000001,0.030533333333333332,12.487369453333335,2023-06-01
GUTO & CACAL,8.967172456666669,0.020333333333333332,9.095065260000002,2023-06-01
SONANGOL GUANAMBI,4.709558135600001,0.1818,5.853045593600001,2023-06-01
EPG BRASIL,4.285457213333333,0.0485,4.590512998333334,2023-06-01
NORD,2.3062636666666667,0.0036000000000000003,2.3289069826666666,2023-06-01
Total Geral,3366570.0657476354,152257.88843333334,4324243.254994499,2023-06-01
PETROBRAS,2003217.5929893304,95784.08860725806,2605681.311352148,2023-05-01
SHELL BRASIL,390409.3471707889,18000.025538709677,503626.08780442044,2023-05-01
TOTALENERGIES EP,144756.06999712889,6113.9047604838715,183211.36929866794,2023-05-01
PETROGAL BRASIL,103490.23244054898,4655.371099999999,132771.63213903998,2023-05-01
CNOOC PETROLEUM,61400.94796909626,3031.097722580645,80465.97673556123,2023-05-01
REPSOL SINOPEC,58713.64268561175,2611.541627419355,75139.74332917028,2023-05-01
PETRO RIO JAGUAR,58494.51138267831,754.9589851548387,63243.05995709507,2023-05-01
PETRONAS,54605.392356142576,1067.7002935483872,61321.024339506155,2023-05-01
EQUINOR BRASIL,56089.11297257052,136.69989677419355,56948.92935029981,2023-05-01
CNODC BRASIL,41487.08486359657,2206.8313177419354,55367.63455424297,2023-05-01
SINOCHEM PETRÓLEO,37392.741981713676,91.13326451612903,37965.95290019987,2023-05-01
QATARENERGY,25979.46011248864,747.9682825806451,30684.038495947207,2023-05-01
KAROON BRASIL,24445.897227720645,206.53848387096775,25744.985048957096,2023-05-01
PRIO BRAVO,24260.463761629035,148.11811807096777,25192.098581852988,2023-05-01
TRIDENT ENERGY,21289.636685905483,520.7733548387097,24565.202140903548,2023-05-01
EQUINOR ENERGY,19506.841780165163,576.496314516129,23132.89406417186,2023-05-01
POTIGUAR E&P S.A.,9125.590580387518,667.3381612903229,13323.020820653004,2023-05-01
PERENCO BRASIL,12644.74976516742,38.96458064516129,12889.829574155163,2023-05-01
ORIGEM ALAGOAS,1855.637601144516,1381.3754516129031,10544.22673045387,2023-05-01
ENAUTA ENERGIA,3135.799789885161,1037.8632209677419,9663.762255760274,2023-05-01
3R PETROLEUM OFF,5283.421555932137,669.8412419354838,9496.595697870362,2023-05-01
SPE MIRANGA,1688.2917278729033,818.6675483870968,6837.555060393548,2023-05-01
CARMO,6254.035792588065,46.345838709677416,6545.5423123625815,2023-05-01
ONGC CAMPOS,5987.729859183929,63.49609161290322,6387.108211171684,2023-05-01
SEACREST,5390.27911266,37.470032258064514,5625.958496257096,2023-05-01
3R MACAU,4470.000779792259,108.25658064516129,5150.914103300001,2023-05-01
ENEVA,224.19500212548394,705.0525806451614,4658.841774393227,2023-05-01
3R CANDEIAS,1793.2073412702582,419.91180645161296,4434.372820607678,2023-05-01
3R RIO VENTURA,1294.0446109990326,314.18590322580644,3270.214246967742,2023-05-01
CHEVRON BRASIL,3071.79993328754,12.53501612903226,3150.6428030860884,2023-05-01
SEACREST SPE CRICARÉ,2479.706462431613,97.10612903225807,3090.48556388,2023-05-01
PETRORECÔNCAVO,2395.5786305048387,104.95187096774193,3055.7059580364516,2023-05-01
SPE TIÊTA,1851.6141009912099,54.45848387096775,2194.1476174276613,2023-05-01
PETRORIO,2101.0116109225805,7.022503225806452,2145.1818219372904,2023-05-01
IMETAME,261.26204954835487,204.23597419354843,1545.8675223906775,2023-05-01
ALVOPETRO,35.600933291290325,232.20148387096773,1496.104148557742,2023-05-01
BRASOIL MANATI,18.275347300645162,225.9861709677419,1439.6854253152578,2023-05-01
GEOPARK BRASIL,18.275347300645162,225.9861709677419,1439.6854253152578,2023-05-01
SHB,688.3701367392581,19.35062903225807,810.0819167326453,2023-05-01
3R FAZENDA BELÉM,714.5250536622582,0.978483870967742,720.6795312987098,2023-05-01
3R AREIA BRANCA,445.8617035280645,0.6190967741935484,449.7557046093548,2023-05-01
3R PESCADA,89.58335949940323,53.931658064516135,428.8032417101775,2023-05-01
CAPIXABA ENERGIA,362.9528773587097,6.806741935483871,405.7659908519355,2023-05-01
PETROSYNERGY,346.422039296129,8.052548387096774,397.0710386667742,2023-05-01
ORIGEM,6.074130386129034,60.3703548387097,385.7921919541937,2023-05-01
IPI,230.71652061000003,4.870258064516129,261.34951848677423,2023-05-01
PETROBORN,0,40.64361290322581,255.64060287483872,2023-05-01
PETROM,200.2730286216129,2.7723225806451617,217.71041091258064,2023-05-01
NÍON ENERGIA,147.96595417612903,8.34358064516129,200.44549115387096,2023-05-01
MANDACARU ENERGIA,174.31193929516132,0.2466935483870968,175.86359484274197,2023-05-01
BARRA BONITA,0,27.690645161290323,174.1688968419355,2023-05-01
BGM,130.61779588346775,0.17595967741935487,131.72454882209678,2023-05-01
GEOPAR - GEOSOL,121.99390840645162,0.6421935483870969,126.03318380903227,2023-05-01
NOVA PETRÓLEO,92.36159901096775,1.969741935483871,104.75090153419356,2023-05-01
ENERGY PARANÃ,2.727363064548387,16.14141290322581,104.25378335738712,2023-05-01
RECÔNCAVO E&P,87.96563051225807,0.7399032258064516,92.61948122096776,2023-05-01
SLIM DRILLING,81.32927227096773,0.42812903225806453,84.02212253935483,2023-05-01
NTF,13.114050952903225,10.069822580645162,76.45132171887097,2023-05-01
PETRO-VICTORY,65.55706645322581,0.42629032258064514,68.23835158709679,2023-05-01
CAMPO PETRÓLEO,57.68065188072581,0.10487903225806453,58.34032106661291,2023-05-01
PHOENIX ÓLEO & GÁS,34.609578076451605,1.7459354838709678,45.59118054225806,2023-05-01
GEOFLUX,6.557025476451613,5.034911290322581,38.225660859435486,2023-05-01
NEWO,6.557025476451613,5.034911290322581,38.225660859435486,2023-05-01
ENERGIZZI ENERGIAS,32.504114903225805,0.456741935483871,35.37693489645161,2023-05-01
OIL GROUP,26.00795855580645,0.08269354838709679,26.528085263387094,2023-05-01
PETROIL,26.00795855580645,0.08269354838709679,26.528085263387094,2023-05-01
VIPETRO,18.543171468387097,0.044225806451612906,18.821343388064516,2023-05-01
SONANGOL GUANAMBI,4.695282295870967,0.1883548387096774,5.879998443935483,2023-05-01
EPG BRASIL,4.86445789516129,0.06903225806451613,5.298657682258064,2023-05-01
GUTO & CACAL,2.357664264516129,0.005483870967741936,2.392156770967742,2023-05-01
NORD,2.0289709677419356,0.003161290322580645,2.0488548832258067,2023-05-01
Total Geral,3201144.2216012464,144404.62361290326,4109421.867247922,2023-05-01
PETROBRAS,1998294.392656419,94242.42110483871,2591061.3153458443,2023-03-01
SHELL BRASIL,370183.599788642,16752.800545161288,475555.53218560293,2023-03-01
TOTALENERGIES EP,122898.02732569663,4892.0377935483875,153668.01555993521,2023-03-01
PETROGAL BRASIL,103061.10435044198,4587.062064516129,131912.85319445617,2023-03-01
REPSOL SINOPEC,58616.666689232545,2673.2183790322583,75430.70238185344,2023-03-01
CNOOC PETROLEUM,48909.78937866449,2444.6809032258066,64286.3677705832,2023-03-01
PETRONAS,56368.36451987369,1119.562193548387,63410.19800047627,2023-03-01
EQUINOR BRASIL,56280.254576772386,128.11730322580644,57086.0880717751,2023-03-01
PETRO RIO JAGUAR,46694.05381123933,671.6074402580645,50918.33700504891,2023-03-01
CNODC BRASIL,30810.80900983489,1638.0242016129032,41113.67001338175,2023-03-01
SINOCHEM PETRÓLEO,37520.16971784826,85.41153548387098,38057.392047850066,2023-03-01
EQUINOR ENERGY,29317.274370400402,793.725064516129,34309.65421844459,2023-03-01
QATARENERGY,25756.220031346325,769.581024516129,30596.73845515812,2023-03-01
KAROON BRASIL,24657.926925717744,181.373,25798.728634847743,2023-03-01
TRIDENT ENERGY,22859.34520556871,421.4840967741935,25510.4000923,2023-03-01
PRIO BRAVO,15431.604199403628,112.57158877419354,16139.658104191438,2023-03-01
ENAUTA ENERGIA,8834.375126643177,978.4144064516129,14988.415844486597,2023-03-01
POTIGUAR E&P S.A.,8759.165667039677,688.1731387096776,13087.643956627195,2023-03-01
PERENCO BRASIL,11285.075044760322,43.857903225806446,11560.932923049031,2023-03-01
ORIGEM ALAGOAS,2209.523210145484,1161.2434193548388,9513.523681637744,2023-03-01
SPE MIRANGA,1730.196673960968,914.8976129032259,7484.728828575807,2023-03-01
CARMO,6206.406510708711,46.9978064516129,6502.01378370613,2023-03-01
ONGC CAMPOS,5338.091717067048,51.7164270967742,5663.378217384609,2023-03-01
3R PETROLEUM OFF,2184.242789854436,453.5686935483871,5037.103694222016,2023-03-01
3R MACAU,4351.586990658387,103.55406451612903,5002.92238119258,2023-03-01
ENEVA,234.5944928206452,673.1336129032258,4468.4770225954835,2023-03-01
3R CANDEIAS,1635.6678904799355,378.9420387096774,4019.141314976451,2023-03-01
PETRORECÔNCAVO,2928.39087037,96.85722580645162,3537.6044178196776,2023-03-01
3R RIO VENTURA,1409.4204219029034,208.1438064516129,2718.6054171603228,2023-03-01
SEACREST SPE CRICARÉ,2323.2228881329033,29.208193548387104,2506.936875995484,2023-03-01
SPE TIÊTA,1828.3032535428226,48.464145161290325,2133.1335184197583,2023-03-01
ALVOPETRO,35.27629793645161,286.75612903225806,1838.9178658848386,2023-03-01
BRASOIL MANATI,15.710585969451616,202.82731612903228,1291.4558672310002,2023-03-01
GEOPARK BRASIL,15.710585969451616,202.82731612903228,1291.4558672310002,2023-03-01
CHEVRON BRASIL,1237.6153269626614,5.724145161290323,1273.6191124395968,2023-03-01
IMETAME,58.93491100870968,162.52742580645162,1081.2015391203872,2023-03-01
NORD,2.2318680645161293,0.0035483870967741938,2.2541867451612907,2023-03-01
VIPETRO,4.739879077741936,0.01129032258064516,4.810893061612903,2023-03-01
SONANGOL GUANAMBI,4.248097094580647,0.17041290322580646,5.319961877419357,2023-03-01
EPG BRASIL,7.094499885806451,0.13193548387096773,7.924349011612903,2023-03-01
GUTO & CACAL,9.164861861290323,0.02145161290322581,9.299788430645162,2023-03-01
OIL GROUP,19.84049550516129,0.0630967741935484,20.237362226451612,2023-03-01
PETROIL,19.84049550516129,0.0630967741935484,20.237362226451612,2023-03-01
GEOFLUX,5.361555782258065,5.065822580645162,37.22461730822581,2023-03-01
NEWO,5.361555782258065,5.065822580645162,37.22461730822581,2023-03-01
RECÔNCAVO E&P,46.283465436451614,0.49400000000000005,49.39063157645161,2023-03-01
IPI,47.07121341467742,0.6388870967741936,51.08969186483871,2023-03-01
ENERGIZZI ENERGIAS,47.31296530548388,0.7402903225806452,51.969250779354844,2023-03-01
CAMPO PETRÓLEO,54.373906011483875,0.09690967741935484,54.98344946961291,2023-03-01
PHOENIX ÓLEO & GÁS,45.07298135709678,2.1775483870967745,58.76934697774195,2023-03-01
SLIM DRILLING,62.3948340411613,0.32845161290322583,64.46073228051614,2023-03-01
NTF,10.72311156451613,10.131645161290324,74.44923461645162,2023-03-01
PETRO-VICTORY,72.55519021806452,0.5024516129032258,75.71551539741937,2023-03-01
GEOPAR - GEOSOL,93.59225106174195,0.4926774193548388,96.69109842077421,2023-03-01
BGM,99.35006487400001,0.14460645161290323,100.25961197941936,2023-03-01
NOVA PETRÓLEO,116.35519519,2.2443870967741937,130.4719635951613,2023-03-01
ENERGY PARANÃ,2.6935604082258062,21.872719354838708,140.26880933348386,2023-03-01
MANDACARU ENERGIA,140.62006478741938,0.1987258064516129,141.8700123520968,2023-03-01
NÍON ENERGIA,111.02813191419357,7.057451612903226,155.41816164354842,2023-03-01
BARRA BONITA,0,25.633225806451613,161.2281200096774,2023-03-01
PETROM,209.88385830161292,2.866677419354839,227.91471460064517,2023-03-01
PETROBORN,0,41.562548387096776,261.4205324706452,2023-03-01
3R PESCADA,63.156073513693556,45.01093709677419,346.26631577435484,2023-03-01
ORIGEM,5.813204719677421,54.69277419354839,349.82036277,2023-03-01
PETROSYNERGY,353.71233488032266,6.947838709677421,397.4129202748388,2023-03-01
3R AREIA BRANCA,458.3072085470968,0.8283870967741935,463.5176059922581,2023-03-01
CAPIXABA ENERGIA,450.2499619370968,12.122580645161293,526.4986909048388,2023-03-01
3R FAZENDA BELÉM,692.2840826051613,0.8963225806451613,697.921781336129,2023-03-01
SHB,695.11206234,21.42371612903226,829.8631662855483,2023-03-01
PETRORIO,969.9831303088389,4.21185806451613,996.4749172816131,2023-03-01
Total Geral,3115206.9259743346,138525.42716129028,3986505.5429876884,2023-03-01
PETROBRAS,2365317.293,107570.3256,3041914.203,2023-11-01
SHELL BRASIL,395829.8138,18380.52479,511439.8225,2023-11-01
TOTALENERGIES EP,148983.9956,6342.155353,188874.9478,2023-11-01
PETROGAL BRASIL,109198.1274,4982.26933,140535.6549,2023-11-01
CNOOC PETROLEUM,75469.85851,3695.28219,98712.48138,2023-11-01
PETRO RIO JAGUAR,70402.89224,798.5041139,75425.3314,2023-11-01
CNODC BRASIL,49129.14261,2594.38448,65447.32805,2023-11-01
REPSOL SINOPEC,51900.82245,2123.274472,65255.81546,2023-11-01
EQUINOR BRASIL,61516.85609,148.56934,62451.32901,2023-11-01
PETRONAS,53092.96942,1085.562632,59920.95211,2023-11-01
SINOCHEM PETRÓLEO,41011.23739,99.04622667,41634.21934,2023-11-01
EQUINOR ENERGY,33173.39512,995.0663167,39432.17319,2023-11-01
ENEVA,297.4566462,5015.687067,31845.17532,2023-11-01
QATARENERGY,25464.14099,767.8003893,30293.45956,2023-11-01
KAROON BRASIL,26882.14203,221.3609,28274.46003,2023-11-01
TRIDENT ENERGY,24364.78458,408.0999,26931.65541,2023-11-01
PRIO BRAVO,24301.54245,142.7128328,25199.17906,2023-11-01
PERENCO BRASIL,19038.49883,62.23,19429.91371,2023-11-01
3R POTIGUAR,16499.91139,50.35713333,16816.64819,2023-11-01
ENAUTA ENERGIA,10135.29755,856.5170533,15522.62708,2023-11-01
POTIGUAR E&P S.A.,9129.225637,741.0529833,13790.3081,2023-11-01
3R PETROLEUM OFF,9508.219816,582.4245917,13171.55984,2023-11-01
BW MAROMBA,10146.38792,94.3816,10740.03025,2023-11-01
ORIGEM ALAGOAS,2067.510236,1074.3704,8825.095922,2023-11-01
CARMO,7572.651763,55.9217,7924.388631,2023-11-01
SPE MIRANGA,1912.658888,842.7640667,7213.484742,2023-11-01
3R MACAU,5714.528043,154.7666333,6687.980761,2023-11-01
NOVA TÉCNICA,5620.840904,29.385275,5805.6687,2023-11-01
ONGC CAMPOS,5276.846364,51.268509,5599.315545,2023-11-01
SEACREST NORTE CAP,4674.897089,42.96433333,4945.134583,2023-11-01
3R CANDEIAS,1851.786191,469.1367267,4802.567066,2023-11-01
3R RIO VENTURA,1964.855925,411.4102,4552.547915,2023-11-01
PETRORECÔNCAVO,2264.000966,87.728,2815.793417,2023-11-01
PRIO,2075.216134,5.98974,2112.890461,2023-11-01
SPE TIÊTA,1597.361196,63.90706667,1999.324503,2023-11-01
ALVOPETRO,50.28074114,223.5031667,1456.073194,2023-11-01
SEACREST SPE CRICARÉ,887.7077218,71.83003333,1339.504984,2023-11-01
RECÔNCAVO ENERGIA,7.08840621,204.4097,1292.786581,2023-11-01
GAS BRIDGE,16.47567508,176.4012267,1126.005875,2023-11-01
GEOPARK BRASIL,16.47567508,176.4012267,1126.005875,2023-11-01
SHB,738.4447648635,31.561700000000005,936.9618611405001,2023-11-01
3R FAZENDA BELÉM,791.3277052306668,1.0126333333333335,797.6969764970002,2023-11-01
3R AREIA BRANCA,541.5935247650001,0.6264000000000001,545.5334617490001,2023-11-01
CAPIXABA ENERGIA,457.09034673566663,9.9691,519.7940916066666,2023-11-01
PETROSYNERGY,333.755559049,8.704100000000002,388.50269427,2023-11-01
ORIGEM,5.699196841,59.33336666666666,378.8947998346666,2023-11-01
NÍON ENERGIA,153.49274935399998,7.298033333333334,199.39599239433332,2023-11-01
MANDACARU ENERGIA,180.28933172716663,0.25535,181.89543471066662,2023-11-01
